id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,not_compliant,status,inactive_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,pub_rec_zero,collections_12_mths_zero,short_emp,payment_inc_ratio,final_d,last_delinq_none,last_record_none,last_major_derog_none
17322801,19445342,15000,15000,15000, 36 months,10.99,491.01,B,B3,Senior Engineer,2 years,RENT,100000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17322801,,debt_consolidation,Debt consolidation,024xx,MA,17.7,0.0,20040601T000000,0.0,41.0,,15.0,0.0,30423,44.4,28.0,w,0.0,0.0,15976.2,15976.2,15000.0,976.22,0.0,0.0,0.0,20150101T000000,13030.2,,20150201T000000,0.0,,1,0,Fully Paid,1,3,5,0.6,1.0,1.0,1.0,0,5.892119999999999,20170501T000000,0,1,1
17132824,19255361,8000,8000,8000, 36 months,12.99,269.52,C,C1,processor,3 years,MORTGAGE,34000.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17132824,,debt_consolidation,Debt consolidation,852xx,AZ,16.59,0.0,20020201T000000,0.0,51.0,103.0,5.0,1.0,5507,68.0,16.0,w,0.0,0.0,8706.29,8706.29,8000.0,706.29,0.0,0.0,0.0,20150201T000000,6550.13,,20150201T000000,0.0,51.0,1,0,Fully Paid,1,4,4,0.2,1.0,0.0,1.0,0,9.51247,20170501T000000,0,0,0
17032539,19155082,11950,11950,11950, 60 months,20.99,323.23,E,E4,firemen and oiler,3 years,OWN,64000.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17032539,,debt_consolidation,Debt consolidation,448xx,OH,10.84,0.0,20040501T000000,1.0,,48.0,4.0,2.0,1922,53.4,8.0,w,0.0,0.0,12571.0,12571.0,11950.0,621.05,0.0,0.0,0.0,20140901T000000,11924.6,,20140901T000000,0.0,,1,0,Fully Paid,1,4,2,0.8,1.0,0.0,1.0,0,6.06056,20190501T000000,1,0,1
17292841,14607968,22000,22000,22000, 36 months,19.52,812.23,E,E2,Advanced Specialist II - Accounting,10+ years,MORTGAGE,76500.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17292841,,credit_card,Credit card refinancing,274xx,NC,23.12,0.0,19990801T000000,2.0,24.0,,8.0,0.0,11996,74.0,23.0,w,0.0,0.0,24905.0,24905.0,22000.0,2905.01,0.0,0.0,0.0,20150101T000000,19219.4,,20150201T000000,0.0,24.0,1,0,Fully Paid,1,11,2,0.4,1.0,1.0,1.0,0,12.7409,20170501T000000,0,1,0
17252837,19385378,13200,13200,13200, 60 months,17.57,332.12,D,D4,laborer,10+ years,MORTGAGE,30000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17252837,,debt_consolidation,Debt consolidation,423xx,KY,30.04,0.0,19961101T000000,1.0,,,17.0,0.0,12391,36.2,34.0,f,0.0,0.0,14328.5,14328.5,13200.0,1128.52,0.0,0.0,0.0,20141101T000000,12667.9,,20141201T000000,0.0,,1,0,Fully Paid,1,11,3,0.8,1.0,1.0,1.0,0,13.2848,20190501T000000,1,1,1
14580915,16643189,17650,17650,17650, 36 months,10.99,577.76,B,B3,Buyer,10+ years,MORTGAGE,55000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14580915,,credit_card,Credit card refinancing,373xx,TN,18.28,0.0,19931201T000000,0.0,,,14.0,0.0,33709,62.2,41.0,w,0.0,0.0,17811.7,17811.7,17650.0,161.65,0.0,0.0,0.0,20140601T000000,17811.7,,20140601T000000,0.0,,1,0,Fully Paid,1,11,5,0.6,1.0,1.0,1.0,0,12.6057,20170501T000000,1,1,1
16752328,18734859,19000,19000,18950, 36 months,14.99,658.55,C,C5,Sales Manager,< 1 year,OWN,125000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16752328,,debt_consolidation,Debt consolidation,300xx,GA,23.8,4.0,19790601T000000,0.0,1.0,,21.0,0.0,53417,73.6,36.0,f,0.0,0.0,19696.2,19644.3,19000.0,696.17,0.0,0.0,0.0,20140901T000000,18379.1,,20150201T000000,0.0,,1,0,Fully Paid,1,1,4,1.0,0.0,1.0,1.0,1,6.322080000000001,20170501T000000,0,1,1
9434950,11267086,12850,12850,12850, 36 months,7.12,397.48,A,A3,Registered Nurse,1 year,RENT,106000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9434950,,credit_card,Credit card refinancing,945xx,CA,8.75,0.0,20010901T000000,0.0,,,17.0,0.0,12424,51.6,36.0,f,0.0,0.0,13212.0,13212.0,12850.0,362.05,0.0,0.0,0.0,20141001T000000,11622.1,,20150201T000000,0.0,,1,0,Fully Paid,1,2,6,0.6,1.0,1.0,1.0,0,4.49977,20170501T000000,1,1,1
17262779,19395323,10500,10500,10500, 60 months,17.57,264.19,D,D4,Payroll Manager,10+ years,OWN,35000.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17262779,,debt_consolidation,Debt consolidation,150xx,PA,14.03,0.0,19890501T000000,0.0,,55.0,11.0,1.0,7198,74.2,42.0,w,0.0,0.0,11392.9,11392.9,10500.0,892.85,0.0,0.0,0.0,20141001T000000,10336.1,,20141101T000000,0.0,,1,0,Fully Paid,1,11,3,0.8,1.0,0.0,1.0,0,9.05794,20190501T000000,1,0,1
17332711,19455259,14825,14825,14775, 36 months,13.98,506.54,C,C3,Shipping Corrdinator,< 1 year,RENT,33000.0,Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17332711,,credit_card,Credit card refinancing,741xx,OK,31.32,1.0,20021201T000000,2.0,21.0,,8.0,0.0,8987,51.4,19.0,w,0.0,0.0,15649.2,15596.4,14825.0,824.21,0.0,0.0,0.0,20141001T000000,13623.0,,20141101T000000,0.0,,1,0,Fully Paid,1,1,4,0.6,0.0,1.0,1.0,1,18.4196,20170501T000000,0,1,1
17262711,19395258,28000,28000,28000, 36 months,17.57,1006.24,D,D4,document control manager,1 year,MORTGAGE,98000.0,Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17262711,,debt_consolidation,Debt consolidation,908xx,CA,8.63,0.0,19900701T000000,6.0,,,15.0,0.0,639,1.0,26.0,f,0.0,0.0,28811.2,28811.2,28000.0,811.2,0.0,0.0,0.0,20140701T000000,27805.0,,20140701T000000,0.0,,1,0,Fully Paid,1,2,3,0.8,1.0,1.0,1.0,0,12.3213,20170501T000000,1,1,1
16592038,18704584,11400,11400,11400, 60 months,16.99,283.26,D,D3,Operations Manager,4 years,MORTGAGE,65000.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16592038,,debt_consolidation,Debt consolidation,468xx,IN,17.56,0.0,20040501T000000,1.0,,,13.0,0.0,4879,15.7,24.0,w,0.0,0.0,11879.0,11879.0,11400.0,479.01,0.0,0.0,0.0,20140901T000000,11312.5,,20150201T000000,0.0,,1,0,Fully Paid,1,5,3,0.6,1.0,1.0,1.0,0,5.229419999999999,20190501T000000,1,1,1
16992729,19125268,10000,10000,10000, 60 months,14.99,237.85,C,C5,Carlson Dist. ,< 1 year,MORTGAGE,45000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16992729,,debt_consolidation,Debt consolidation,840xx,UT,17.01,0.0,19790701T000000,1.0,,56.0,13.0,1.0,4769,23.6,39.0,w,0.0,0.0,10844.2,10844.2,10000.0,844.17,0.0,0.0,0.0,20141201T000000,9417.07,,20150101T000000,0.0,,1,0,Fully Paid,1,1,4,1.0,1.0,0.0,1.0,1,6.34267,20190501T000000,1,0,1
17182747,19305295,17125,17125,17125, 60 months,22.15,474.44,E,E5,Assistant Administrator,4 years,MORTGAGE,64000.0,Not Verified,20140501T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17182747,,major_purchase,Major purchase,118xx,NY,3.92,0.0,20070101T000000,5.0,43.0,,18.0,0.0,4146,13.8,27.0,f,0.0,0.0,2372.2,2372.2,821.48,1550.72,0.0,0.0,0.0,20141001T000000,474.44,,20150101T000000,0.0,43.0,1,0,Charged Off,1,5,2,1.0,1.0,1.0,1.0,0,8.89575,20190501T000000,0,1,0
13036563,15068744,30000,30000,30000, 36 months,12.99,1010.68,C,C1,attorney,3 years,RENT,113000.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13036563,,debt_consolidation,Debt consolidation,967xx,HI,12.36,0.0,20010501T000000,1.0,31.0,,6.0,0.0,17608,60.5,22.0,w,0.0,0.0,31835.5,31835.5,30000.0,1835.5,0.0,0.0,0.0,20141101T000000,26782.1,,20141201T000000,0.0,31.0,1,0,Fully Paid,1,4,4,0.2,1.0,1.0,1.0,0,10.7329,20170501T000000,0,1,0
13427049,15479349,15600,15600,15550, 60 months,18.99,404.59,E,E1,VNA picker ,8 years,MORTGAGE,50000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13427049,,debt_consolidation,Debt consolidation,359xx,AL,16.13,0.0,20000601T000000,0.0,,,6.0,0.0,14398,77.8,9.0,f,0.0,0.0,17706.0,17649.3,15600.0,2106.01,0.0,0.0,0.0,20150101T000000,14873.9,,20150101T000000,0.0,,1,0,Fully Paid,1,9,2,0.2,1.0,1.0,1.0,0,9.71016,20190501T000000,1,1,1
17132782,19255319,10800,10800,10800, 36 months,16.99,385.0,D,D3,Aesthetician,2 years,RENT,30000.0,Source Verified,20140601T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17132782,,debt_consolidation,Debt consolidation,993xx,WA,26.0,0.0,19880201T000000,1.0,30.0,,17.0,0.0,18787,63.0,32.0,f,0.0,0.0,770.0,770.0,467.47,302.53,0.0,0.0,0.0,20140801T000000,385.0,,20141101T000000,0.0,,1,0,Charged Off,1,3,3,0.6,1.0,1.0,1.0,0,15.4,20170601T000000,0,1,1
17102769,19225311,9500,9500,9500, 36 months,12.49,317.77,B,B5,Workforce Manager,10+ years,MORTGAGE,55000.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17102769,,debt_consolidation,Debt consolidation,554xx,MN,26.69,0.0,19951001T000000,2.0,62.0,57.0,18.0,2.0,9751,62.5,44.0,f,0.0,0.0,10143.5,10143.5,9500.0,643.47,0.0,0.0,0.0,20141201T000000,8236.85,,20150201T000000,0.0,62.0,1,0,Fully Paid,1,11,5,1.0,1.0,0.0,1.0,0,6.933160000000001,20170501T000000,0,0,0
16472231,18554696,5925,5925,5925, 36 months,16.29,209.16,D,D2,Associate Governmental Program Analyst,10+ years,RENT,43000.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16472231,,debt_consolidation,Debt consolidation,936xx,CA,22.55,0.0,19950801T000000,2.0,50.0,26.0,6.0,2.0,2286,37.5,26.0,f,0.0,0.0,6309.45,6309.45,5925.0,384.45,0.0,0.0,0.0,20141001T000000,5472.81,,20141101T000000,0.0,65.0,1,0,Fully Paid,1,11,3,0.4,1.0,0.0,1.0,0,5.83702,20170501T000000,0,0,0
15109163,17181609,35000,35000,35000, 36 months,12.99,1179.12,C,C1,Associate Director,10+ years,MORTGAGE,85000.0,Source Verified,20140501T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15109163,,credit_card,Credit card refinancing,105xx,NY,26.42,0.0,19840201T000000,2.0,,,20.0,0.0,40630,43.8,42.0,w,0.0,0.0,3537.36,3537.36,2426.82,1110.54,0.0,0.0,0.0,20140901T000000,1179.12,,20141101T000000,0.0,,1,0,Charged Off,1,11,4,0.2,1.0,1.0,1.0,0,16.6464,20170501T000000,1,1,1
17172777,19295319,3000,3000,3000, 36 months,18.24,108.82,D,D5,Attorney,5 years,MORTGAGE,110000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17172777,,other,Other,601xx,IL,15.67,0.0,19940601T000000,0.0,82.0,104.0,19.0,1.0,20599,90.7,27.0,f,0.0,0.0,3045.6,3045.6,3000.0,45.6,0.0,0.0,0.0,20140601T000000,3045.6,,20140601T000000,0.0,82.0,1,0,Fully Paid,1,6,3,1.0,1.0,0.0,1.0,0,1.18713,20170501T000000,0,0,0
16702479,18814987,10000,10000,10000, 36 months,12.99,336.9,C,C1,Network Consultant,< 1 year,RENT,75000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16702479,,major_purchase,Major purchase,113xx,NY,28.23,1.0,20000901T000000,0.0,14.0,,8.0,0.0,1667,57.5,14.0,w,0.0,0.0,10821.5,10821.5,10000.0,821.48,0.0,0.0,0.0,20150101T000000,8463.18,,20150101T000000,0.0,24.0,1,0,Fully Paid,1,1,4,0.2,0.0,1.0,1.0,1,5.3904,20170501T000000,0,1,0
17152751,19275290,11000,11000,11000, 36 months,12.99,370.59,C,C1,Senior Human Resources Clerk,10+ years,RENT,45000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17152751,,debt_consolidation,Debt consolidation,853xx,AZ,14.43,0.0,20011001T000000,0.0,28.0,,8.0,0.0,13466,67.3,34.0,f,0.0,0.0,11351.6,11351.6,11000.0,351.6,0.0,0.0,0.0,20141001T000000,239.82,,20140901T000000,0.0,28.0,1,0,Fully Paid,1,11,4,0.2,1.0,1.0,1.0,0,9.8824,20170501T000000,0,1,0
17322674,19445218,10000,10000,10000, 36 months,10.99,327.34,B,B3,maintenance supervisor,4 years,MORTGAGE,43680.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17322674,,debt_consolidation,Debt consolidation,553xx,MN,10.82,0.0,20060701T000000,0.0,,97.0,8.0,1.0,9333,54.6,12.0,f,0.0,0.0,10516.7,10516.7,10000.0,516.72,0.0,0.0,0.0,20141101T000000,8880.02,,20150101T000000,0.0,,1,0,Fully Paid,1,5,5,0.6,1.0,0.0,1.0,0,8.99286,20170501T000000,1,0,1
17202577,19325128,10000,10000,10000, 60 months,17.57,251.61,D,D4,Customer. Service,5 years,RENT,50000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17202577,,medical,Medical expenses,104xx,NY,28.18,1.0,20010801T000000,2.0,23.0,,15.0,0.0,18024,39.4,30.0,f,0.0,0.0,10146.4,10146.4,10000.0,146.42,0.0,0.0,0.0,20140601T000000,10146.4,,20140601T000000,0.0,78.0,1,0,Fully Paid,1,6,3,0.8,0.0,1.0,1.0,0,6.03864,20190501T000000,0,1,0
16393171,18595568,5000,5000,5000, 36 months,13.35,169.32,C,C2,Courtroom Deputy,10+ years,MORTGAGE,77661.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16393171,,major_purchase,Major purchase,761xx,TX,16.55,0.0,19960401T000000,0.0,,73.0,10.0,3.0,11568,43.3,24.0,w,0.0,0.0,5382.46,5382.46,5000.0,382.46,0.0,0.0,0.0,20141201T000000,4366.54,,20150101T000000,0.0,,1,0,Fully Paid,1,11,4,0.4,1.0,0.0,1.0,0,2.61629,20170501T000000,1,0,1
17142726,19265272,8000,8000,8000, 36 months,14.99,277.29,C,C5,Tax consultant,10+ years,RENT,116448.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17142726,,debt_consolidation,Debt consolidation,956xx,CA,9.73,0.0,19950401T000000,2.0,,54.0,4.0,1.0,1631,91.0,21.0,w,0.0,0.0,8293.13,8293.13,8000.0,293.13,0.0,0.0,0.0,20140801T000000,7738.55,,20150201T000000,0.0,27.0,1,0,Fully Paid,1,11,4,1.0,1.0,0.0,1.0,0,2.85748,20170501T000000,1,0,0
16442563,18525031,24000,24000,24000, 36 months,10.15,776.11,B,B2,Sr. IT Project Manager,10+ years,MORTGAGE,147000.0,Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16442563,,debt_consolidation,Debt consolidation,180xx,PA,2.96,8.0,19960201T000000,4.0,2.0,,12.0,0.0,744,5.5,47.0,w,0.0,0.0,24966.1,24966.1,24000.0,966.11,0.0,0.0,0.0,20141001T000000,21861.7,,20141101T000000,1.0,2.0,1,0,Fully Paid,1,11,5,0.4,0.0,1.0,0.0,0,6.33559,20170501T000000,0,1,0
17092677,19215222,6000,6000,6000, 36 months,10.99,196.41,B,B3,laborer/operator,3 years,MORTGAGE,45000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17092677,,debt_consolidation,Debt consolidation,801xx,CO,17.76,0.0,20090801T000000,3.0,,,9.0,0.0,5387,42.1,11.0,f,0.0,0.0,6395.05,6395.05,6000.0,395.05,0.0,0.0,0.0,20150101T000000,5216.59,,20150101T000000,0.0,,1,0,Fully Paid,1,4,5,0.6,1.0,1.0,1.0,0,5.2376,20170501T000000,1,1,1
17052622,19175163,9475,9475,9475, 36 months,16.99,337.77,D,D3,Communication Specialist ,6 years,MORTGAGE,36000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17052622,,debt_consolidation,Debt consolidation,825xx,AZ,28.97,0.0,19950301T000000,0.0,,,8.0,0.0,16477,87.6,20.0,f,0.0,0.0,10465.2,10465.2,9475.0,990.16,0.0,0.0,0.0,20150201T000000,8100.77,,20150201T000000,0.0,,1,0,Fully Paid,1,7,3,0.6,1.0,1.0,1.0,0,11.259,20170501T000000,1,1,1
17112714,19235258,23000,23000,23000, 36 months,10.99,752.89,B,B3,Auditor,3 years,MORTGAGE,78000.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17112714,,credit_card,Credit card refinancing,232xx,VA,10.48,0.0,20030101T000000,1.0,,,10.0,0.0,17999,79.6,27.0,f,0.0,0.0,23812.6,23812.6,23000.0,812.59,0.0,0.0,0.0,20140901T000000,21553.9,,20141001T000000,0.0,,1,0,Fully Paid,1,4,5,0.6,1.0,1.0,1.0,0,11.5829,20170501T000000,1,1,1
17202689,19325240,5175,5175,5175, 36 months,15.61,180.95,D,D1,Truck Driver,3 years,MORTGAGE,60000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17202689,,debt_consolidation,Debt consolidation,388xx,MS,11.6,0.0,19900301T000000,2.0,47.0,55.0,8.0,1.0,3481,62.2,24.0,w,0.0,0.0,5496.62,5496.62,5175.0,321.62,0.0,0.0,0.0,20141101T000000,4772.82,,20141101T000000,0.0,,1,0,Fully Paid,1,4,3,0.2,1.0,0.0,1.0,0,3.619,20170601T000000,0,0,1
17302630,19345179,11850,11850,11850, 60 months,16.29,290.0,D,D2,Cashier,7 years,MORTGAGE,34000.0,Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17302630,,debt_consolidation,Debt consolidation,974xx,OR,19.2,0.0,19890701T000000,1.0,,,7.0,0.0,323,2.0,22.0,w,0.0,0.0,13051.9,13051.9,11850.0,1201.92,0.0,0.0,0.0,20150101T000000,11311.9,,20150101T000000,0.0,44.0,1,0,Fully Paid,1,8,3,0.4,1.0,1.0,1.0,0,10.2353,20190501T000000,1,1,0
17322609,19445156,7000,7000,7000, 36 months,14.99,242.63,C,C5,Energy Analyst,9 years,RENT,70000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17322609,,debt_consolidation,Debt consolidation,958xx,CA,19.06,0.0,19971001T000000,5.0,,76.0,11.0,1.0,6922,52.0,23.0,f,0.0,0.0,7417.58,7417.58,7000.0,417.58,0.0,0.0,0.0,20141001T000000,6447.06,,20141101T000000,0.0,72.0,1,0,Fully Paid,1,10,4,1.0,1.0,0.0,1.0,0,4.15937,20170501T000000,1,0,0
17162623,19285174,10000,10000,10000, 36 months,14.99,346.61,C,C5,Project Coordinator,< 1 year,RENT,60500.0,Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17162623,,debt_consolidation,Debt consolidation,941xx,CA,5.78,1.0,19940401T000000,0.0,6.0,,9.0,0.0,10817,38.2,20.0,f,0.0,0.0,11001.2,11001.2,10000.0,1001.24,0.0,0.0,0.0,20150101T000000,8574.97,,20150201T000000,0.0,57.0,1,0,Fully Paid,1,1,4,1.0,0.0,1.0,1.0,1,6.874910000000001,20170501T000000,0,1,0
17162614,19285165,5000,5000,5000, 36 months,7.69,155.97,A,A4,Principal Process Control Engineer,10+ years,OWN,85000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17162614,,debt_consolidation,Debt consolidation,447xx,OH,22.03,0.0,20000401T000000,0.0,,,9.0,0.0,20943,64.8,26.0,f,0.0,0.0,5032.05,5032.05,5000.0,32.05,0.0,0.0,0.0,20140601T000000,5032.05,,20140601T000000,0.0,,1,0,Fully Paid,1,11,6,0.8,1.0,1.0,1.0,0,2.20193,20170501T000000,1,1,1
17242632,7347974,10000,10000,10000, 36 months,6.49,306.45,A,A2,Secretary,1 year,OWN,40000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17242632,,credit_card,Credit card refinancing,730xx,OK,17.25,0.0,20010201T000000,0.0,,,7.0,0.0,7220,39.5,19.0,f,0.0,0.0,10109.3,10109.3,10000.0,109.34,0.0,0.0,0.0,20140801T000000,4996.44,,20140901T000000,0.0,,1,0,Fully Paid,1,2,6,0.4,1.0,1.0,1.0,0,9.1935,20170501T000000,1,1,1
17192618,19315163,7150,7150,7150, 36 months,10.99,234.05,B,B3,medical assistant,7 years,RENT,50000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17192618,,debt_consolidation,Debt consolidation,903xx,CA,27.64,1.0,19970201T000000,3.0,17.0,72.0,13.0,1.0,5333,39.8,34.0,w,0.0,0.0,7402.61,7402.61,7150.0,252.61,0.0,0.0,0.0,20140901T000000,6700.46,,20150101T000000,0.0,17.0,1,0,Fully Paid,1,8,5,0.6,0.0,0.0,1.0,0,5.6172,20170501T000000,0,0,0
17172596,19295146,9300,9300,9300, 36 months,6.03,283.06,A,A1,Attorney,3 years,MORTGAGE,76000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17172596,,debt_consolidation,Debt consolidation,346xx,FL,22.97,0.0,20040101T000000,1.0,,,16.0,0.0,6147,21.6,30.0,w,0.0,0.0,9392.28,9392.28,9300.0,92.28,0.0,0.0,0.0,20140701T000000,9109.22,,20150201T000000,0.0,,1,0,Fully Paid,1,4,6,0.2,1.0,1.0,1.0,0,4.46937,20170501T000000,1,1,1
17142658,19265210,3000,3000,3000, 36 months,18.24,108.82,D,D5,Room attendant,5 years,RENT,30000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17142658,,credit_card,Credit card refinancing,113xx,NY,4.98,1.0,20091201T000000,1.0,18.0,,9.0,0.0,3617,26.4,12.0,f,0.0,0.0,3298.5,3298.5,3000.0,298.5,0.0,0.0,0.0,20141201T000000,2645.58,,20150201T000000,0.0,,1,0,Fully Paid,1,6,3,1.0,0.0,1.0,1.0,0,4.3528,20170501T000000,0,1,1
17272587,19405137,5725,5725,5725, 36 months,14.99,198.44,C,C5,customer service,8 years,RENT,30000.0,Source Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17272587,,other,Other,331xx,FL,11.0,0.0,20080801T000000,2.0,,,18.0,0.0,6947,35.3,19.0,f,0.0,0.0,6191.61,6191.61,5725.0,466.61,0.0,0.0,0.0,20141201T000000,5000.97,,20150201T000000,0.0,,1,0,Fully Paid,1,9,4,1.0,1.0,1.0,1.0,0,7.9376,20170501T000000,1,1,1
16712316,18824827,12050,12050,12050, 36 months,20.2,449.06,E,E3,Service Manager,3 years,MORTGAGE,70000.0,Verified,20140501T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16712316,,small_business,Business,330xx,FL,10.13,0.0,20051201T000000,3.0,34.0,103.0,8.0,1.0,3663,31.0,11.0,w,0.0,0.0,1796.24,1796.24,1010.02,786.22,0.0,0.0,0.0,20140901T000000,449.06,,20150201T000000,0.0,,1,0,Charged Off,1,4,2,0.6,1.0,0.0,1.0,0,7.698169999999999,20170501T000000,0,0,1
17012636,19145176,10000,10000,10000, 36 months,13.98,341.68,C,C3,Purchasing Manager,3 years,RENT,53000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17012636,,debt_consolidation,Debt consolidation,070xx,NJ,21.08,1.0,20020901T000000,1.0,10.0,,14.0,0.0,18184,66.6,37.0,f,0.0,0.0,10872.6,10872.6,10000.0,872.59,0.0,0.0,0.0,20150101T000000,8480.83,,20150201T000000,0.0,28.0,1,0,Fully Paid,1,4,4,0.6,0.0,1.0,1.0,0,7.73615,20170501T000000,0,1,0
16131058,18233551,7150,7150,7150, 36 months,24.5,282.4,F,F3,RN,10+ years,MORTGAGE,85000.0,Not Verified,20140501T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16131058,,debt_consolidation,Debt consolidation,986xx,WA,20.03,0.0,19950901T000000,3.0,,116.0,23.0,1.0,25361,61.6,39.0,w,0.0,0.0,7851.47,7851.47,7150.0,701.47,0.0,0.0,0.0,20141001T000000,6721.87,,20141101T000000,0.0,,1,0,Fully Paid,1,11,1,0.6,1.0,0.0,1.0,0,3.98682,20170501T000000,1,0,1
17122659,19245201,18900,18900,18850, 60 months,18.99,490.18,E,E1,comunication tech,5 years,OWN,45000.0,Source Verified,20140501T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17122659,,debt_consolidation,Debt consolidation,338xx,FL,19.15,0.0,20020701T000000,0.0,38.0,,12.0,0.0,19819,71.5,30.0,f,0.0,0.0,490.18,488.88,191.09,299.09,0.0,0.0,0.0,20140601T000000,490.18,,20141101T000000,0.0,38.0,1,0,Charged Off,1,6,2,0.2,1.0,1.0,1.0,0,13.0715,20190501T000000,0,1,0
